visitor_id,Last_Purchase_Date,Recency,Frequency,Monetary
839496,37:08.0,78,1,1
973908,19:15.0,107,1,1
698958,28:39.0,43,1,1
669744,54:29.0,27,1,1
818371,56:40.0,75,1,1
504901,08:18.0,108,1,1
1381613,05:26.0,109,1,1
711318,23:19.0,96,1,1
938199,38:19.0,13,1,1
410314,18:39.0,62,1,1
1018216,38:44.0,89,1,1
1166385,42:57.0,19,1,1
1305818,48:39.0,11,1,1
83319,39:18.0,112,1,1
1203677,34:52.0,55,1,1
1187633,40:02.0,95,1,1
606060,20:38.0,65,1,1
174405,16:50.0,52,1,1
250678,47:42.0,11,1,1
424884,41:41.0,32,1,1
558068,07:26.0,6,1,1
977486,08:28.0,53,1,1
242663,49:40.0,35,1,1
654573,28:07.0,130,1,1
310277,55:00.0,116,1,1
816144,39:15.0,77,1,1
844840,14:54.0,98,1,1
109433,52:21.0,77,1,1
604938,09:05.0,51,1,1
1031618,36:34.0,33,1,1
529312,01:51.0,86,1,1
517951,40:35.0,134,1,1
1230189,47:54.0,15,1,1
658626,51:46.0,13,1,1
612386,21:20.0,111,1,1
517613,25:15.0,69,1,1
413938,43:55.0,60,1,1
1166783,18:50.0,129,1,1
263974,25:57.0,121,1,1
664829,52:18.0,58,1,1
42326,52:43.0,85,1,1
1176501,42:26.0,83,1,1
1036487,59:58.0,70,1,1
326304,17:42.0,33,1,1
963194,00:32.0,79,1,1
36707,31:16.0,61,1,1
1206408,15:06.0,136,1,1
1032156,35:48.0,135,1,1
452149,49:55.0,34,1,1
125048,57:37.0,29,1,1
1154431,30:40.0,10,1,1
151448,58:47.0,73,1,1
431138,46:44.0,67,1,1
626320,26:59.0,112,1,1
1365514,44:50.0,72,1,1
1363994,31:09.0,36,1,1
684153,33:50.0,28,1,1
451822,51:40.0,58,1,1
919275,08:21.0,135,1,1
869663,18:44.0,114,1,1
1039973,44:51.0,72,1,1
1183236,33:59.0,54,1,1
1255510,02:56.0,109,1,1
311522,06:37.0,16,1,1
238432,54:46.0,8,1,1
373182,37:41.0,88,1,1
113028,29:58.0,85,1,1
486538,33:29.0,38,1,1
1014131,51:46.0,72,1,1
42168,17:08.0,3,1,1
547365,58:38.0,74,1,1
1346665,29:00.0,75,1,1
432140,02:59.0,18,1,1
698846,25:32.0,64,1,1
1060139,56:42.0,34,1,1
1003580,25:11.0,33,1,1
434493,39:12.0,136,1,1
442319,25:57.0,112,1,1
877108,57:32.0,74,1,1
1280004,48:55.0,51,1,1
181727,11:14.0,43,1,1
295435,52:28.0,36,1,1
738365,00:17.0,23,1,1
741611,16:44.0,128,1,1
1088211,21:21.0,44,1,1
458738,06:58.0,61,1,1
1139658,43:50.0,54,1,1
1264026,57:26.0,124,1,1
763234,34:09.0,71,1,1
206238,56:41.0,87,1,1
852288,33:47.0,46,1,1
516648,44:36.0,116,1,1
1143173,21:54.0,77,1,1
348983,48:59.0,17,1,1
792995,44:51.0,70,1,1
717226,35:37.0,95,1,1
833719,43:32.0,134,1,1
182637,22:13.0,7,1,1
1246731,35:31.0,110,1,1
599599,38:01.0,77,1,1
789749,56:10.0,41,1,1
554424,08:54.0,136,1,1
1069754,54:23.0,29,1,1
111382,30:13.0,53,1,1
288362,22:27.0,51,1,1
152404,20:36.0,128,1,1
561543,02:31.0,58,1,1
1164733,39:44.0,31,1,1
1035459,28:56.0,27,1,1
1196160,43:59.0,13,1,1
1243940,34:31.0,67,1,1
50555,14:01.0,84,1,1
227174,49:04.0,93,1,1
461088,22:22.0,88,1,1
1245726,40:36.0,44,1,1
100439,04:39.0,15,1,1
1129356,26:30.0,135,1,1
1095124,58:56.0,44,1,1
858966,32:58.0,126,1,1
455429,41:23.0,82,1,1
1226691,36:31.0,93,1,1
382731,39:07.0,73,1,1
973109,03:30.0,48,1,1
194416,53:55.0,113,1,1
1037560,16:24.0,106,1,1
92347,37:42.0,102,1,1
518294,47:17.0,89,1,1
1230767,08:10.0,4,1,1
231565,42:05.0,137,1,1
1026425,14:21.0,138,1,1
656350,56:23.0,45,1,1
1329573,42:29.0,111,1,1
148531,54:19.0,65,1,1
129198,59:05.0,43,1,1
247967,09:14.0,17,1,1
347354,17:46.0,127,1,1
1098888,19:43.0,77,1,1
1072230,55:16.0,105,1,1
493156,47:05.0,64,1,1
486681,13:35.0,86,1,1
229321,41:39.0,95,1,1
136002,47:26.0,21,1,1
214957,18:00.0,78,1,1
723403,12:52.0,67,1,1
1171932,46:41.0,134,1,1
1000583,07:49.0,55,1,1
624926,37:58.0,13,1,1
185242,34:19.0,127,1,1
693688,40:31.0,78,1,1
267818,13:50.0,49,1,1
128491,32:01.0,46,1,1
651630,22:25.0,126,1,1
656602,45:19.0,79,1,1
188096,32:37.0,102,1,1
317198,16:01.0,83,1,1
1355275,25:27.0,38,1,1
939395,54:22.0,60,1,1
1066883,10:41.0,94,1,1
1379377,41:07.0,127,1,1
728421,30:33.0,122,1,1
1364057,24:02.0,117,1,1
1116687,58:57.0,71,1,1
191153,12:38.0,70,1,1
1254634,17:00.0,4,1,1
913490,16:02.0,107,1,1
903580,32:50.0,77,1,1
1117079,04:27.0,88,1,1
744651,35:17.0,123,1,1
1169061,07:16.0,27,1,1
537189,22:29.0,113,1,1
1190624,07:39.0,95,1,1
1088068,20:30.0,32,1,1
40050,27:46.0,116,1,1
468035,07:21.0,67,1,1
1045572,16:11.0,33,1,1
189381,45:05.0,10,1,1
353643,53:20.0,30,1,1
576880,56:20.0,127,1,1
1164547,17:08.0,102,1,1
827164,06:48.0,123,1,1
446252,06:25.0,49,1,1
1051529,57:51.0,8,1,1
1145088,10:01.0,64,1,1
812909,34:48.0,62,1,1
1221736,32:02.0,88,1,1
1283751,10:50.0,67,1,1
767419,45:31.0,100,1,1
685630,41:12.0,122,1,1
575045,44:56.0,110,1,1
1269642,45:31.0,137,1,1
372352,51:39.0,8,1,1
302488,10:02.0,92,1,1
903829,14:45.0,116,1,1
485161,03:53.0,94,1,1
871243,48:52.0,1,1,1
831449,10:07.0,124,1,1
842547,22:06.0,36,1,1
1035708,45:41.0,117,1,1
1309705,23:04.0,93,1,1
1023179,30:47.0,93,1,1
143811,21:43.0,32,1,1
737329,30:32.0,1,1,1
221764,47:56.0,117,1,1
34923,49:17.0,50,1,1
771810,03:50.0,104,1,1
232235,59:44.0,126,1,1
343404,53:38.0,100,1,1
312100,40:33.0,93,1,1
783088,49:32.0,84,1,1
952319,14:07.0,136,1,1
583827,29:26.0,104,1,1
338429,34:04.0,95,1,1
756473,53:16.0,89,1,1
626492,01:39.0,16,1,1
31929,59:25.0,68,1,1
1338232,39:35.0,48,1,1
582788,10:03.0,97,1,1
671481,33:08.0,11,1,1
433786,56:26.0,60,1,1
600100,24:02.0,53,1,1
994815,10:15.0,121,1,1
1166817,32:50.0,108,1,1
518417,26:38.0,59,1,1
634352,20:02.0,76,1,1
252249,19:59.0,94,1,1
205139,04:25.0,93,1,1
1094829,52:04.0,31,1,1
99589,12:42.0,11,1,1
1090063,50:25.0,37,1,1
1270266,41:27.0,19,1,1
1170710,32:32.0,3,1,1
526183,36:12.0,70,1,1
881734,20:21.0,79,1,1
1282815,12:49.0,120,1,1
1276260,36:58.0,28,1,1
1136741,20:25.0,9,1,1
701119,18:05.0,89,1,1
66313,45:33.0,115,1,1
1038848,43:42.0,9,1,1
1114772,41:53.0,113,1,1
556459,32:10.0,56,1,1
1181719,46:54.0,79,1,1
360945,22:50.0,84,1,1
573213,27:09.0,66,1,1
1375192,20:58.0,93,1,1
481915,05:03.0,31,1,1
982518,34:24.0,23,1,1
73635,49:13.0,58,1,1
557212,24:14.0,87,1,1
735763,49:37.0,88,1,1
416697,53:25.0,81,1,1
260868,16:57.0,118,1,1
689091,35:26.0,79,1,1
695620,59:03.0,8,1,1
1273910,53:54.0,127,1,1
1090856,37:35.0,64,1,1
1094188,49:26.0,51,1,1
333746,01:49.0,108,1,1
1013587,06:24.0,45,1,1
627760,21:43.0,33,1,1
792663,35:08.0,123,1,1
1288368,06:49.0,110,1,1
235498,16:22.0,59,1,1
42669,23:54.0,49,1,1
49347,03:39.0,73,1,1
678935,20:02.0,45,1,1
614999,34:48.0,138,1,1
425648,15:49.0,44,1,1
837781,42:59.0,66,1,1
226547,54:11.0,108,1,1
1290200,19:08.0,80,1,1
157482,12:20.0,29,1,1
93887,31:51.0,137,1,1
1184275,25:06.0,86,1,1
1318049,54:35.0,44,1,1
611484,49:35.0,35,1,1
1174786,55:47.0,29,1,1
796367,35:39.0,19,1,1
1145025,07:25.0,116,1,1
448370,07:01.0,57,1,1
902561,02:08.0,76,1,1
293600,18:53.0,102,1,1
901963,35:26.0,43,1,1
195919,12:34.0,45,1,1
100894,20:51.0,35,1,1
1241716,49:26.0,41,1,1
558878,02:49.0,127,1,1
1146070,03:30.0,47,1,1
698640,00:59.0,52,1,1
48703,07:23.0,82,1,1
941104,37:42.0,30,1,1
1124699,07:35.0,2,1,1
1291013,51:04.0,131,1,1
320928,27:23.0,6,1,1
1397522,49:41.0,123,1,1
1215287,38:18.0,59,1,1
31677,57:58.0,22,1,1
961001,22:03.0,19,1,1
1228414,34:07.0,109,1,1
54007,01:48.0,126,1,1
266610,45:27.0,51,1,1
821737,38:26.0,41,1,1
1251265,37:57.0,126,1,1
459986,05:14.0,88,1,1
1100036,33:26.0,24,1,1
1251955,05:05.0,131,1,1
1307312,41:44.0,130,1,1
954360,30:39.0,52,1,1
837675,19:06.0,22,1,1
654292,14:34.0,101,1,1
152902,54:56.0,2,1,1
731435,04:22.0,125,1,1
1187853,42:30.0,51,1,1
1118015,18:35.0,49,1,1
412120,49:34.0,112,1,1
315721,02:15.0,65,1,1
402233,24:54.0,114,1,1
1040119,44:04.0,72,1,1
1159681,22:08.0,107,1,1
496986,25:52.0,40,1,1
377699,20:23.0,78,1,1
1118705,59:19.0,46,1,1
152089,19:56.0,29,1,1
938270,51:24.0,125,1,1
916527,05:35.0,10,1,1
167887,53:07.0,11,1,1
986554,12:51.0,93,1,1
300384,22:31.0,84,1,1
1039060,42:21.0,133,1,1
269813,18:43.0,55,1,1
1344286,13:37.0,104,1,1
13240,37:49.0,25,1,1
617584,59:25.0,22,1,1
1275487,49:13.0,4,1,1
70678,47:53.0,136,1,1
370331,46:59.0,93,1,1
1377734,51:40.0,88,1,1
428516,21:41.0,85,1,1
535091,21:13.0,92,1,1
174983,52:20.0,136,1,1
452114,33:49.0,90,1,1
162932,42:41.0,28,1,1
891134,41:25.0,17,1,1
1393752,13:54.0,9,1,1
230526,39:23.0,74,1,1
1323187,05:28.0,38,1,1
1224670,07:07.0,115,1,1
677721,19:21.0,109,1,1
1236721,17:23.0,90,1,1
526452,13:05.0,124,1,1
295727,35:20.0,20,1,1
612918,15:30.0,2,1,1
319468,01:37.0,132,1,1
430099,16:36.0,79,1,1
1348073,46:19.0,125,1,1
1346891,17:36.0,89,1,1
1063946,18:12.0,35,1,1
126393,15:26.0,122,1,1
888200,50:20.0,50,1,1
1195928,07:24.0,24,1,1
1071835,29:49.0,71,1,1
82251,24:16.0,66,1,1
1234033,37:31.0,27,1,1
242826,54:53.0,26,1,1
453926,14:40.0,12,1,1
18029,57:48.0,135,1,1
1018974,27:06.0,134,1,1
1233406,41:59.0,49,1,1
1023537,30:07.0,27,1,1
1254717,38:32.0,19,1,1
1022432,06:44.0,63,1,1
300118,19:02.0,86,1,1
735474,32:42.0,133,1,1
1190478,40:08.0,59,1,1
323945,45:10.0,30,1,1
301177,28:50.0,71,1,1
43393,13:52.0,123,1,1
433471,49:27.0,110,1,1
426226,49:00.0,79,1,1
142099,40:59.0,45,1,1
740861,21:54.0,37,1,1
1224381,34:04.0,92,1,1
1175636,57:02.0,80,1,1
524680,41:46.0,41,1,1
503040,19:56.0,123,1,1
276016,00:43.0,32,1,1
1321212,36:31.0,77,1,1
255309,41:13.0,105,1,1
1357459,38:23.0,113,1,1
777821,55:34.0,126,1,1
1036936,57:44.0,58,1,1
2646,02:23.0,52,1,1
1013524,20:56.0,46,1,1
171070,32:42.0,67,1,1
690336,48:52.0,52,1,1
1313638,59:28.0,42,1,1
949780,22:20.0,20,1,1
480624,44:20.0,10,1,1
1130129,48:22.0,93,1,1
783254,47:25.0,80,1,1
13764,17:30.0,111,1,1
1175330,52:38.0,59,1,1
1389049,40:59.0,98,1,1
986325,16:52.0,136,1,1
1368491,19:31.0,129,1,1
1380565,10:10.0,128,1,1
620993,00:35.0,122,1,1
1066033,54:50.0,70,1,1
419,03:12.0,51,1,1
826958,35:09.0,43,1,1
646154,18:19.0,33,1,1
493239,17:22.0,78,1,1
917360,05:33.0,72,1,1
274064,25:56.0,60,1,1
915485,49:12.0,71,1,1
639061,51:31.0,92,1,1
130658,29:55.0,45,1,1
1313071,35:10.0,25,1,1
975820,21:52.0,7,1,1
697830,34:15.0,58,1,1
866540,02:10.0,109,1,1
507351,13:14.0,88,1,1
832580,55:11.0,35,1,1
1199094,38:12.0,31,1,1
249902,14:14.0,116,1,1
1335026,26:46.0,107,1,1
269109,33:49.0,94,1,1
138458,54:42.0,35,1,1
816384,34:35.0,27,1,1
744717,44:16.0,71,1,1
787997,32:34.0,68,1,1
1188331,59:31.0,45,1,1
289481,58:29.0,11,1,1
1044862,32:34.0,136,1,1
728673,30:18.0,73,1,1
212610,29:26.0,72,1,1
992385,23:01.0,65,1,1
308565,58:03.0,95,1,1
19967,29:34.0,95,1,1
734432,13:57.0,7,1,1
1119767,23:43.0,69,1,1
260971,17:49.0,7,1,1
535446,31:21.0,31,1,1
1134182,49:39.0,26,1,1
981516,02:00.0,19,1,1
1128088,03:24.0,46,1,1
876029,10:40.0,25,1,1
851970,32:03.0,7,1,1
1006557,17:14.0,1,1,1
225737,49:23.0,136,1,1
1238550,30:33.0,125,1,1
876719,24:14.0,11,1,1
141790,01:48.0,21,1,1
1288706,57:19.0,129,1,1
103808,03:46.0,58,1,1
591006,07:23.0,72,1,1
1087295,51:48.0,88,1,1
660893,31:06.0,79,1,1
979458,18:32.0,70,1,1
1016212,14:20.0,48,1,1
1126674,06:19.0,136,1,1
225030,22:45.0,48,1,1
424706,32:14.0,93,1,1
197290,06:13.0,45,1,1
704800,53:18.0,74,1,1
1294402,51:40.0,10,1,1
1368494,31:19.0,134,1,1
655995,37:17.0,71,1,1
927075,43:35.0,30,1,1
525851,45:59.0,27,1,1
421085,19:49.0,12,1,1
1045077,14:18.0,63,1,1
100459,49:03.0,82,1,1
990819,14:14.0,13,1,1
1078513,07:18.0,105,1,1
1271388,49:11.0,137,1,1
911446,21:30.0,126,1,1
310500,49:44.0,106,1,1
813450,34:25.0,47,1,1
700240,00:20.0,36,1,1
372661,52:01.0,103,1,1
1369324,55:34.0,66,1,1
1207232,12:16.0,21,1,1
1225085,53:44.0,136,1,1
277476,52:20.0,80,1,1
830370,39:44.0,5,1,1
528198,11:51.0,69,1,1
346132,45:40.0,81,1,1
1000248,23:53.0,32,1,1
213901,36:18.0,7,1,1
1363181,12:58.0,107,1,1
918585,25:22.0,44,1,1
534341,32:26.0,23,1,1
760652,00:04.0,108,1,1
901422,11:23.0,14,1,1
1114039,20:29.0,23,1,1
897984,18:43.0,11,1,1
262508,10:58.0,73,1,1
1085761,54:00.0,137,1,1
439737,52:29.0,83,1,1
334971,45:57.0,32,1,1
104850,13:34.0,5,1,1
268342,06:18.0,116,1,1
836341,28:13.0,115,1,1
355392,03:26.0,30,1,1
1396374,43:34.0,42,1,1
484875,41:33.0,11,1,1
417215,24:45.0,97,1,1
1091732,06:21.0,79,1,1
349186,49:48.0,85,1,1
17800,36:40.0,116,1,1
917005,07:20.0,58,1,1
849992,12:19.0,29,1,1
169902,22:34.0,13,1,1
381031,18:46.0,29,1,1
48245,28:42.0,46,1,1
271333,29:14.0,127,1,1
321555,46:21.0,51,1,1
793602,09:16.0,135,1,1
1376921,14:11.0,56,1,1
440630,39:06.0,11,1,1
441858,37:01.0,92,1,1
219932,40:32.0,43,1,1
310789,32:39.0,32,1,1
463060,41:48.0,82,1,1
1122486,30:56.0,53,1,1
693104,03:38.0,106,1,1
1211623,36:40.0,77,1,1
1327578,55:34.0,53,1,1
915594,27:22.0,89,1,1
1074248,00:56.0,13,1,1
1002060,10:47.0,107,1,1
975757,23:16.0,104,1,1
556880,01:49.0,28,1,1
1200508,51:12.0,18,1,1
1240133,29:01.0,130,1,1
598497,41:35.0,79,1,1
1103783,31:21.0,43,1,1
484291,49:54.0,116,1,1
1324707,50:43.0,54,1,1
521228,28:40.0,93,1,1
298140,20:47.0,86,1,1
945223,53:41.0,86,1,1
325190,30:35.0,11,1,1
638723,57:57.0,127,1,1
1276300,14:11.0,82,1,1
662462,54:12.0,125,1,1
253867,30:03.0,71,1,1
471176,39:50.0,61,1,1
867926,45:53.0,11,1,1
18688,56:23.0,74,1,1
195911,09:14.0,63,1,1
154766,22:58.0,98,1,1
644031,21:06.0,98,1,1
371760,17:33.0,88,1,1
119455,29:03.0,135,1,1
3251,18:55.0,57,1,1
734719,52:54.0,98,1,1
295158,50:28.0,12,1,1
814238,44:25.0,86,1,1
67264,04:42.0,29,1,1
404146,34:26.0,22,1,1
1098883,44:50.0,11,1,1
784477,29:40.0,70,1,1
110481,47:58.0,7,1,1
1241954,55:25.0,122,1,1
1232720,17:22.0,121,1,1
1041986,01:39.0,81,1,1
1326010,37:22.0,14,1,1
116830,03:38.0,10,1,1
951590,51:20.0,127,1,1
1099198,09:44.0,64,1,1
825307,44:33.0,7,1,1
1101754,54:42.0,112,1,1
1274778,52:53.0,62,1,1
1308761,11:10.0,99,1,1
287996,11:09.0,36,1,1
252977,44:56.0,65,1,1
647294,09:16.0,50,1,1
980867,45:43.0,80,1,1
296947,27:26.0,15,1,1
756574,19:10.0,9,1,1
769140,55:15.0,110,1,1
295742,35:01.0,67,1,1
5117,50:45.0,101,1,1
849034,23:19.0,107,1,1
397522,14:16.0,91,1,1
618031,21:48.0,4,1,1
869008,27:21.0,138,1,1
1231446,22:31.0,65,1,1
964763,28:38.0,135,1,1
232227,50:22.0,134,1,1
1296733,34:57.0,65,1,1
950508,09:32.0,125,1,1
660673,43:27.0,123,1,1
356300,40:26.0,22,1,1
392739,39:19.0,28,1,1
150421,53:23.0,77,1,1
157998,43:10.0,69,1,1
709126,22:34.0,106,1,1
1214074,20:16.0,42,1,1
795,02:07.0,39,1,1
715260,54:48.0,122,1,1
555876,14:30.0,24,1,1
703023,46:39.0,95,1,1
1335459,45:42.0,6,1,1
412298,25:41.0,52,1,1
823664,40:14.0,88,1,1
1093456,22:29.0,74,1,1
1366465,23:57.0,13,1,1
664735,28:24.0,117,1,1
120331,16:06.0,61,1,1
413174,29:20.0,10,1,1
83368,47:32.0,136,1,1
1251426,44:00.0,127,1,1
1103835,18:25.0,73,1,1
940498,11:40.0,98,1,1
481830,51:53.0,122,1,1
867365,00:04.0,112,1,1
1356584,08:18.0,121,1,1
412092,25:31.0,9,1,1
1285472,55:16.0,55,1,1
688645,02:22.0,45,1,1
1364407,41:48.0,35,1,1
860295,08:18.0,8,1,1
439626,26:49.0,2,1,1
1323783,17:16.0,130,1,1
953625,18:26.0,77,1,1
904265,46:04.0,37,1,1
1384404,47:03.0,72,1,1
1258857,27:34.0,19,1,1
381186,33:36.0,109,1,1
249247,38:51.0,108,1,1
50467,41:54.0,94,1,1
340196,51:28.0,8,1,1
436334,03:00.0,122,1,1
724334,36:30.0,35,1,1
854570,07:35.0,120,1,1
1387427,41:27.0,113,1,1
473357,33:11.0,50,1,1
1122464,10:51.0,30,1,1
725562,17:10.0,2,1,1
709578,50:00.0,122,1,1
614785,18:50.0,94,1,1
283568,37:10.0,91,1,1
954836,00:11.0,38,1,1
466364,42:20.0,25,1,1
1170264,03:03.0,110,1,1
387037,20:49.0,61,1,1
84327,52:01.0,109,1,1
911759,15:42.0,117,1,1
829183,56:19.0,50,1,1
804434,09:28.0,130,1,1
56332,57:56.0,112,1,1
56541,01:40.0,75,1,1
369533,52:58.0,66,1,1
1140795,03:56.0,94,1,1
662900,49:23.0,123,1,1
35339,39:33.0,113,1,1
428886,36:06.0,106,1,1
1163709,55:11.0,6,1,1
926014,45:01.0,6,1,1
415859,08:31.0,119,1,1
851653,27:38.0,88,1,1
836485,57:05.0,120,1,1
1051607,38:10.0,105,1,1
1076493,23:15.0,53,1,1
909277,31:27.0,25,1,1
795171,27:35.0,40,1,1
354368,08:48.0,63,1,1
207043,42:35.0,105,1,1
1088103,44:17.0,61,1,1
838194,22:50.0,35,1,1
973585,53:38.0,123,1,1
497270,33:27.0,59,1,1
366911,47:29.0,92,1,1
182406,41:07.0,31,1,1
888593,35:14.0,21,1,1
502892,28:21.0,123,1,1
747165,51:29.0,36,1,1
990276,45:46.0,33,1,1
854879,50:30.0,58,1,1
538000,51:25.0,70,1,1
547738,12:22.0,68,1,1
1353381,30:39.0,131,1,1
530277,03:12.0,59,1,1
1366797,56:31.0,103,1,1
1218508,03:34.0,18,1,1
308437,06:56.0,108,1,1
172104,52:23.0,31,1,1
1097512,24:59.0,57,1,1
496689,14:15.0,13,1,1
604403,04:06.0,135,1,1
1333481,08:06.0,79,1,1
237614,47:47.0,102,1,1
1074117,35:22.0,15,1,1
1254921,07:28.0,128,1,1
80434,37:28.0,120,1,1
1240832,28:07.0,57,1,1
990104,53:33.0,53,1,1
1187124,59:03.0,85,1,1
385414,36:28.0,82,1,1
606338,47:07.0,39,1,1
683255,20:54.0,10,1,1
834736,56:27.0,87,1,1
628857,49:32.0,95,1,1
504827,27:30.0,94,1,1
569504,36:35.0,91,1,1
341195,43:32.0,116,1,1
279466,41:16.0,50,1,1
773156,31:39.0,118,1,1
422291,29:03.0,75,1,1
972775,53:32.0,135,1,1
1056247,54:42.0,112,1,1
1227164,27:59.0,38,1,1
1255923,00:47.0,121,1,1
1323594,36:42.0,116,1,1
897209,59:54.0,50,1,1
141135,09:55.0,45,1,1
314388,52:08.0,52,1,1
567340,37:40.0,45,1,1
114915,46:28.0,42,1,1
981245,22:51.0,85,1,1
93424,07:54.0,3,1,1
1161147,17:26.0,118,1,1
791118,46:08.0,84,1,1
1346514,50:06.0,4,1,1
602451,01:48.0,52,1,1
917289,22:31.0,102,1,1
1324121,12:21.0,48,1,1
1179650,45:33.0,7,1,1
1227768,31:39.0,130,1,1
946197,53:27.0,60,1,1
274886,43:08.0,61,1,1
250080,17:02.0,53,1,1
1162252,36:01.0,53,1,1
436380,00:23.0,93,1,1
393947,15:34.0,17,1,1
1079533,05:29.0,137,1,1
959204,54:27.0,29,1,1
1382658,36:38.0,136,1,1
651768,21:34.0,17,1,1
493231,24:36.0,120,1,1
666046,16:34.0,105,1,1
889964,28:46.0,46,1,1
1272843,01:38.0,21,1,1
1066440,14:00.0,127,1,1
1176490,12:28.0,127,1,1
186445,16:07.0,92,1,1
717072,30:48.0,8,1,1
853545,13:44.0,74,1,1
459752,10:59.0,94,1,1
664689,02:26.0,87,1,1
457831,04:10.0,127,1,1
900369,20:00.0,112,1,1
681609,12:08.0,51,1,1
1034827,04:05.0,8,1,1
1342601,42:19.0,33,1,1
1016496,20:23.0,77,1,1
347953,06:50.0,4,1,1
761583,14:22.0,121,1,1
301341,20:21.0,110,1,1
82581,17:49.0,65,1,1
337282,20:51.0,106,1,1
1158677,21:01.0,100,1,1
1197629,31:06.0,25,1,1
1011956,07:25.0,9,1,1
736846,05:43.0,137,1,1
1219089,44:02.0,137,1,1
1108873,00:19.0,124,1,1
65927,19:38.0,77,1,1
1158402,48:48.0,60,1,1
1355914,49:07.0,108,1,1
260491,38:40.0,99,1,1
1390335,44:22.0,137,1,1
592916,45:41.0,73,1,1
290976,10:34.0,11,1,1
1290069,31:06.0,105,1,1
923475,50:25.0,29,1,1
615913,54:05.0,85,1,1
310326,39:22.0,22,1,1
795423,28:48.0,44,1,1
1316484,14:03.0,50,1,1
1359060,47:43.0,112,1,1
6955,20:41.0,71,1,1
560785,42:36.0,86,1,1
943572,12:52.0,80,1,1
598077,48:40.0,18,1,1
1256029,23:54.0,136,1,1
820229,07:25.0,29,1,1
683069,57:10.0,19,1,1
759356,12:46.0,136,1,1
493111,25:25.0,110,1,1
185552,08:32.0,115,1,1
77669,37:19.0,71,1,1
848739,50:42.0,70,1,1
1143755,20:05.0,67,1,1
1352090,44:00.0,7,1,1
697009,48:25.0,93,1,1
1278459,36:42.0,31,1,1
537127,22:48.0,81,1,1
66139,58:54.0,25,1,1
1276807,18:53.0,99,1,1
1190733,52:51.0,93,1,1
1257331,26:05.0,88,1,1
1151781,58:58.0,113,1,1
1267759,49:40.0,119,1,1
1274251,55:05.0,57,1,1
231156,18:41.0,54,1,1
1043832,00:25.0,117,1,1
1166523,08:17.0,25,1,1
18024,20:46.0,16,1,1
515710,38:30.0,31,1,1
819001,32:53.0,134,1,1
1074223,41:25.0,123,1,1
781972,32:40.0,64,1,1
263161,43:24.0,93,1,1
756459,05:26.0,136,1,1
365136,19:55.0,79,1,1
28085,18:43.0,51,1,1
1275725,14:59.0,51,1,1
956284,25:03.0,37,1,1
520238,28:28.0,32,1,1
125998,12:32.0,55,1,1
1118004,33:33.0,81,1,1
591430,13:05.0,59,1,1
1304736,59:32.0,106,1,1
1206508,55:10.0,100,1,1
905132,24:02.0,64,1,1
345425,39:08.0,25,1,1
967857,20:46.0,95,1,1
1282091,11:10.0,30,1,1
865129,11:55.0,128,1,1
431937,26:33.0,68,1,1
887459,54:16.0,46,1,1
34059,27:25.0,29,1,1
208998,24:51.0,133,1,1
875557,17:11.0,60,1,1
1054824,15:27.0,58,1,1
556179,23:12.0,8,1,1
169576,53:08.0,26,1,1
499382,37:20.0,71,1,1
1291892,19:27.0,137,1,1
370154,46:25.0,78,1,1
118487,16:38.0,105,1,1
397078,45:33.0,40,1,1
799974,10:03.0,121,1,1
157737,47:04.0,135,1,1
1286090,10:49.0,38,1,1
203525,35:10.0,20,1,1
1357597,43:12.0,63,1,1
209453,56:23.0,43,1,1
949981,58:15.0,75,1,1
415080,17:25.0,53,1,1
1170441,50:28.0,81,1,1
641689,44:57.0,36,1,1
1160955,02:59.0,10,1,1
511708,49:01.0,78,1,1
956613,29:26.0,31,1,1
658609,30:07.0,8,1,1
480722,32:51.0,131,1,1
1312247,10:33.0,22,1,1
233054,02:00.0,65,1,1
389441,18:14.0,104,1,1
359145,10:43.0,88,1,1
1145243,32:31.0,93,1,1
323221,12:56.0,135,1,1
728281,30:16.0,59,1,1
301189,39:13.0,36,1,1
1327003,46:55.0,35,1,1
12356,36:35.0,50,1,1
410486,50:48.0,89,1,1
532641,55:18.0,45,1,1
1187988,57:29.0,105,1,1
1016281,07:43.0,71,1,1
201690,17:51.0,84,1,1
802702,48:38.0,44,1,1
548479,33:38.0,118,1,1
1281324,03:45.0,88,1,1
913725,45:14.0,56,1,1
574370,26:28.0,71,1,1
1377259,59:37.0,26,1,1
815560,58:28.0,53,1,1
755125,35:01.0,27,1,1
697687,49:00.0,8,1,1
42011,39:23.0,31,1,1
982175,38:07.0,134,1,1
641815,06:57.0,90,1,1
855251,16:04.0,137,1,1
30438,03:13.0,60,1,1
925189,40:14.0,93,1,1
94182,47:40.0,45,1,1
1067290,47:20.0,31,1,1
255006,39:06.0,10,1,1
971243,02:54.0,48,1,1
180648,50:34.0,45,1,1
1232791,41:25.0,18,1,1
761680,59:02.0,130,1,1
1350023,27:50.0,64,1,1
1131632,35:04.0,100,1,1
946749,28:35.0,138,1,1
1246259,03:26.0,51,1,1
427234,33:17.0,49,1,1
327094,13:05.0,116,1,1
31314,16:35.0,90,1,1
766850,27:05.0,97,1,1
863203,31:38.0,44,1,1
247916,46:45.0,116,1,1
424452,12:41.0,88,1,1
1320646,35:39.0,11,1,1
530984,24:25.0,92,1,1
213910,23:50.0,91,1,1
